drug_name,ind_name,rating
Flurandrenolide,Contact Dermatitis,1
Flurandrenolide,Granuloma Annulare,1
Flurandrenolide,Lichen Simplex Chronicus,1
Flurandrenolide,Seborrheic dermatitis,1
Flurandrenolide,Pruritus Ani,1
Flurandrenolide,"Lymphoma, T-Cell, Cutaneous",1
Flurandrenolide,"Dermatitis, Atopic",1
Cysteamine,Nephropathic cystinosis,1
Methylphenobarbital,apprehension,1
Methylphenobarbital,Tonic-Clonic Epilepsy,1
Methylphenobarbital,Tension,1
Methylphenobarbital,Epilepsy,1
Methylphenobarbital,Anxiety,1
Perphenazine,Nausea and vomiting,1
Perphenazine,Schizophrenia,1
Perphenazine,Mixed anxiety and depressive disorder,1
Dacarbazine,Hodgkin Disease,1
Dacarbazine,"Malignant melanoma, metastatic",1
Pseudoephedrine,Headache Disorders,1
Pseudoephedrine,Nasal congestion (finding),1
Pseudoephedrine,Rhinorrhea,1
Pseudoephedrine,Allergic Conjunctivitis,1
Pseudoephedrine,Hay fever,1
Pseudoephedrine,"Rhinitis, Vasomotor",1
Pseudoephedrine,Allergic rhinitis (disorder),1
Pseudoephedrine,Influenza-like symptoms,1
Pseudoephedrine,Sinus headache,1
Pseudoephedrine,Rhinitis,1
Pseudoephedrine,Common Cold,1
Temozolomide,Anaplastic astrocytoma,1
Temozolomide,Glioblastoma multiforme of brain,1
Levorphanol,Pain,1
Aminolevulinic acid,Actinic keratosis,1
Chlorphenesin,Muscle Spasticity,1
Terbinafine,Onychomycosis,1
Terbinafine,Tinea Pedis,1
Terbinafine,Tinea Versicolor,1
Terbinafine,Onychomycosis of toenails,1
Terbinafine,Tinea Capitis,1
Terbinafine,Tinea cruris,1
Terbinafine,Onychomycosis of fingernails,1
Terbinafine,Tinea corporis (disorder),1
Drostanolone,Corneal Ulcer,1
Drostanolone,Iritis,1
Drostanolone,Rosacea,1
Drostanolone,"Anemia, Diamond-Blackfan",1
Drostanolone,Uveitis,1
Drostanolone,Aplastic Anemia,1
Drostanolone,Punctate keratopathy,1
Drostanolone,Iridocyclitis,1
Drostanolone,Allergic Conjunctivitis,1
Drostanolone,Herpes zoster keratitis,1
Drostanolone,Corneal abrasion,1
Drostanolone,Cyclitis,1
Drostanolone,Hypoplastic anemia,1
Penicillamine,Rheumatoid Arthritis,1
Penicillamine,Hepatolenticular Degeneration,1
Penicillamine,Cystinuria,1
Prednisolone,Bacterial conjunctivitis,1
Prednisolone,Blepharoconjunctivitis,1
Prednisolone,Iridocyclitis,1
Prednisolone,Infective blepharitis,1
Prednisolone,"Dermatitis, Atopic",1
Prednisolone,Pruritus of genital organs,1
Prednisolone,Pruritus Ani,1
Prednisolone,"Lupus Erythematosus, Discoid",1
Prednisolone,Lichen Simplex Chronicus,1
Prednisolone,"Lymphoma, T-Cell, Cutaneous",1
Prednisolone,Contact Dermatitis,1
Prednisolone,Granuloma Annulare,1
Prednisolone,Exanthema,1
Prednisolone,Scalp psoriasis,1
Prednisolone,Seborrheic dermatitis,1
Prednisolone,Chronic small plaque psoriasis,1
Prednisolone,"Ophthalmia, Sympathetic",1
Prednisolone,Mycosis Fungoides,1
Prednisolone,Ulcerative Colitis,1
Prednisolone,Eosinophilic Pneumonia,1
Prednisolone,Addison Disease,1
Prednisolone,Musculoskeletal Diseases,1
Prednisolone,"Arthritis, Gouty",1
Prednisolone,Addisonian crisis,1
Prednisolone,Disorder of eye,1
Prednisolone,Synovitis,1
Prednisolone,Bacterial keratitis,1
Prednisolone,Serum Sickness,1
Prednisolone,Multiple Sclerosis,1
Prednisolone,Sjogren's Syndrome,1
Prednisolone,Nephrotic Syndrome,1
Prednisolone,Exacerbation of asthma,1
Prednisolone,"Arthritis, Psoriatic",1
Prednisolone,Stevens-Johnson Syndrome,1
Prednisolone,Rheumatic Heart Disease,1
Prednisolone,Cyclitis,1
Prednisolone,"Lymphoma, Follicular",1
Prednisolone,Inflammatory Bowel Diseases,1
Prednisolone,Keratitis,1
Prednisolone,Ankylosing spondylitis,1
Prednisolone,Punctate keratopathy,1
Prednisolone,Crohn Disease,1
Prednisolone,Cooley's anemia,1
Prednisolone,Psoriasis,1
Prednisolone,Status Asthmaticus,1
Prednisolone,Simple Pulmonary Eosinophilia,1
Prednisolone,Corneal abrasion,1
Prednisolone,Uveitis,1
Prednisolone,"Lymphoma, Non-Hodgkin",1
Prednisolone,Acute lymphocytic leukemia,1
Prednisolone,Erythema Multiforme,1
Prednisolone,"Lupus Erythematosus, Systemic",1
Prednisolone,Adrenal cortical hypofunction,1
Prednisolone,Adrenogenital disorder,1
Prednisolone,Exfoliative dermatitis,1
Prednisolone,Pemphigus,1
Prednisolone,Ocular Rosacea,1
Prednisolone,Berylliosis,1
Prednisolone,"Anemia, Diamond-Blackfan",1
Prednisolone,Bursitis,1
Prednisolone,Epicondylitis,1
Prednisolone,Meibomianitis,1
Prednisolone,Acquired thrombocytopenia,1
Prednisolone,Giant Cell Arteritis,1
Prednisolone,Herpes zoster keratitis,1
Prednisolone,Sarcoidosis,1
Prednisolone,"Aspergillosis, Allergic Bronchopulmonary",1
Prednisolone,Post traumatic osteoarthritis,1
Prednisolone,Transplanted organ rejection,1
Prednisolone,Autoimmune Diseases,1
Prednisolone,Asthma,1
Prednisolone,Corneal Ulcer,1
Prednisolone,Rosacea,1
Prednisolone,Extrinsic allergic alveolitis,1
Prednisolone,Thyroiditis,1
Prednisolone,Dermatitis Herpetiformis,1
Prednisolone,Polymyalgia Rheumatica,1
Prednisolone,Dacryocystitis,1
Prednisolone,Rheumatoid Arthritis,1
Prednisolone,Angioedema,1
Prednisolone,Autoimmune hemolytic anemia,1
Prednisolone,Dermatologic disorders,1
Prednisolone,Congenital adrenal hyperplasia,1
Prednisolone,Tenosynovitis,1
Prednisolone,Iritis,1
Prednisolone,Cerebral Edema,1
Prednisolone,Allergic rhinitis (disorder),1
Prednisolone,Humoral hypercalcemia of malignancy (disorder),1
Prednisolone,"Tuberculosis, Miliary",1
Prednisolone,Tendinitis,1
Prednisolone,Hodgkin Disease,1
Prednisolone,Pulmonary Fibrosis,1
Prednisolone,Allergic Conjunctivitis,1
Prednisolone,Aspiration pneumonitis,1
Prednisolone,Laryngeal Edema,1
Diflunisal,Degenerative polyarthritis,1
Diflunisal,Rheumatoid Arthritis,1
Diflunisal,Pain,1
Diflunisal,Chronic pain,1
Vardenafil,Erectile dysfunction,1
Ranitidine,Erosive esophagitis,1
Ranitidine,Duodenal Ulcer,1
Ranitidine,Zollinger-Ellison syndrome,1
Ranitidine,Dyspepsia,1
Ranitidine,Gastroesophageal reflux disease,1
Ranitidine,Heartburn,1
Ranitidine,Gastric ulcer,1
Tacrolimus,Transplanted organ rejection,1
Tacrolimus,Renal transplant rejection,1
Tacrolimus,Liver transplant rejection,1
Benzphetamine,Obesity,1
Ritodrine,Premature Obstetric Labor,1
Benzonatate,Coughing,1
Dorzolamide,"Glaucoma, Open-Angle",1
Dorzolamide,Ocular Hypertension,1
Terbutaline,Pulmonary Emphysema,1
Terbutaline,Pruritus,1
Terbutaline,Dry Eye Syndromes,1
Terbutaline,Asthma,1
Terbutaline,Skin irritation,1
Terbutaline,Bronchitis,1
Terbutaline,Asthma attack,1
Conivaptan,Hyponatremia,1
Loteprednol,Iritis,1
Loteprednol,Herpes zoster keratoconjunctivitis,1
Loteprednol,Corneal abrasion,1
Loteprednol,Corneal Perforation,1
Loteprednol,Punctate keratitis,1
Loteprednol,Rosacea,1
Loteprednol,Herpes zoster keratitis,1
Loteprednol,Iridocyclitis,1
Loteprednol,Anterior uveitis,1
Loteprednol,Ocular Rosacea,1
Loteprednol,Allergic Conjunctivitis,1
Guaifenesin,Headache Disorders,1
Guaifenesin,Fever,1
Guaifenesin,Rhinitis,1
Guaifenesin,Common Cold,1
Guaifenesin,Influenza-like symptoms,1
Guaifenesin,Allergic rhinitis (disorder),1
Guaifenesin,Nasal congestion (finding),1
Guaifenesin,Rhinorrhea,1
Guaifenesin,Sinus headache,1
Guaifenesin,Coughing,1
Flupentixol,Schizophrenia,1
Eprosartan,Hypertensive disease,1
Sirolimus,Renal Cell Carcinoma,1
Sirolimus,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",1
Sirolimus,Pulmonary lymphangioleiomyomatosis,1
Chlorhexidine,Gingivitis,1
Emtricitabine,HIV Infections,1
Chlorothiazide,Edema,1
Chlorothiazide,Hypertensive urgency,1
Chlorothiazide,Hypertensive disease,1
Chlorothiazide,Chronic heart failure,1
Quinapril,Hypertensive disease,1
Quinapril,Chronic heart failure,1
Clomifene,Female infertility,1
Isosorbide Dinitrate,Chronic heart failure,1
Isosorbide Dinitrate,Angina Pectoris,1
Risedronate,Osteitis Deformans,1
Risedronate,"Osteoporosis, Postmenopausal",1
Risedronate,Osteoporosis,1
Pemirolast,Allergic Conjunctivitis,1
Pemirolast,Asthma,1
Pemirolast,Allergic rhinitis (disorder),1
Bumetanide,Renal disease with edema NOS,1
Bumetanide,Edema,1
Mechlorethamine,Hodgkin Disease,1
Mechlorethamine,Malignant neoplasm of lung,1
Mechlorethamine,"Lymphoma, Non-Hodgkin",1
Mechlorethamine,Malignant pericardial effusion,1
Mechlorethamine,"Lymphoma, T-Cell, Cutaneous",1
Mechlorethamine,Chronic Lymphocytic Leukemia,1
Mechlorethamine,"Myeloid Leukemia, Chronic",1
Mechlorethamine,"Pleural Effusion, Malignant",1
Mechlorethamine,Malignant ascites,1
Mechlorethamine,Mycosis Fungoides,1
Granisetron,Chemotherapy-induced nausea and vomiting,1
Dienestrol,Dyspareunia,1
Dienestrol,Atrophy of vulva,1
Dienestrol,Atrophic Vaginitis,1
Sulfapyridine,Dermatitis Herpetiformis,1
Testolactone,Malignant epithelial neoplasm of female breast,1
Rimexolone,Uveitis,1
Triazolam,Sleeplessness,1
Remifentanil,Acute postoperative pain,1
Didanosine,HIV Infections,1
Methdilazine,Pruritus,1
Methdilazine,Allergic rhinitis (disorder),1
Methdilazine,Nasal congestion (finding),1
Methdilazine,Angioedema,1
Methdilazine,Symptomatic dermographism,1
Methdilazine,Rhinorrhea,1
Methdilazine,Urticaria,1
Methdilazine,Allergic Conjunctivitis,1
Methdilazine,Sneezing,1
Etacrynic acid,Edema,1
Ondansetron,Chemotherapy-induced nausea and vomiting,1
Bimatoprost,"Glaucoma, Open-Angle",1
Bimatoprost,Ocular Hypertension,1
Bimatoprost,Hypertrichosis of eyelid,1
Tiagabine,Epilepsy characterized by intractable complex partial seizures,1
Tiagabine,Simple Partial Seizures,1
Quinidine,Pseudobulbar affect,1
Tinidazole,Acute amebiasis,1
Tinidazole,Trichomonas Infections,1
Tinidazole,Bacterial Vaginosis,1
Tinidazole,"Liver Abscess, Amebic",1
Tinidazole,Giardiasis,1
Repaglinide,"Diabetes Mellitus, Non-Insulin-Dependent",1
Amantadine,Extrapyramidal Disorders,1
Amantadine,Parkinson Disease,1
Amantadine,Parkinsonian Disorders,1
Amantadine,Influenza due to Influenza A virus,1
Amantadine,"Parkinson Disease, Postencephalitic",1
Metronidazole,"Liver Abscess, Amebic",1
Metronidazole,Bacteroides empyema,1
Metronidazole,Infection due to anaerobic bacteria,1
Metronidazole,Bacterial sepsis,1
Metronidazole,Acute amebiasis,1
Metronidazole,Female genital tract infection,1
Metronidazole,Arthropathy associated with infection,1
Metronidazole,Trichomonas Infections,1
Metronidazole,Liver Abscess,1
Metronidazole,Lower respiratory tract infection,1
Metronidazole,Tubo-ovarian abscess,1
Metronidazole,Intraabdominal Infections,1
Metronidazole,Peritonitis,1
Metronidazole,Bacterial Vaginosis,1
Metronidazole,Infection of bone,1
Metronidazole,Infection of skin AND/OR subcutaneous tissue,1
Metronidazole,Giardiasis,1
Metronidazole,Brain Abscess,1
Metronidazole,Meningitis due to Bacteroides,1
Metronidazole,Septicemia due to Bacteroides,1
Metronidazole,Abdominal Abscess,1
Metronidazole,Endometritis,1
Dinoprostone,"Hydatidiform mole, benign",1
Dinoprostone,Unspecified Abortion,1
Dinoprostone,Incomplete spontaneous abortion,1
Almotriptan,Migraine Disorders,1
Spectinomycin,GONOCOCCAL INFECTION DISSEMINATED,1
Spectinomycin,Gonorrhea of rectum,1
Spectinomycin,Gonorrhea,1
Spectinomycin,Acute gonococcal cervicitis,1
Spectinomycin,Acute gonococcal urethritis,1
Ketotifen,Allergic Conjunctivitis,1
Buprenorphine,Opiate Addiction,1
Buprenorphine,Chronic pain,1
Buprenorphine,Acute postoperative pain,1
Buprenorphine,Severe pain,1
Levosimendan,Congestive heart failure,1
Cyclobenzaprine,Muscle Spasticity,1
Phenoxybenzamine,Pheochromocytoma,1
Famotidine,Peptic Esophagitis,1
Famotidine,Duodenal Ulcer,1
Famotidine,Zollinger-Ellison syndrome,1
Famotidine,Dyspepsia,1
Famotidine,Heartburn,1
Famotidine,Erosive esophagitis,1
Famotidine,Gastric ulcer,1
Famotidine,Gastroesophageal reflux disease,1
Misoprostol,Postpartum Hemorrhage,1
Colesevelam,Hypercholesterolemia,1
Methacycline,Bacterial enteritis,1
Tipranavir,HIV Infections,1
Mesoridazine,Schizophrenia,1
Maprotiline,Mixed anxiety and depressive disorder,1
Maprotiline,Depressive disorder,1
Oxymetazoline,Rhinorrhea,1
Oxymetazoline,Nasal congestion (finding),1
Oxymetazoline,Redness of eye,1
Salicylic acid,Allergic rhinitis (disorder),1
Salicylic acid,Degenerative polyarthritis,1
Salicylic acid,Hyperkeratosis,1
Salicylic acid,Fever,1
Salicylic acid,Seborrheic dermatitis,1
Salicylic acid,Scurfiness of scalp,1
Salicylic acid,Common Cold,1
Salicylic acid,Plantar wart,1
Salicylic acid,Acne Vulgaris,1
Salicylic acid,Tinea Pedis,1
Salicylic acid,Rheumatoid Arthritis,1
Salicylic acid,Pain,1
Salicylic acid,Tinea corporis (disorder),1
Salicylic acid,Greasy skin,1
Salicylic acid,Synovitis,1
Salicylic acid,Disorder of keratinization,1
Salicylic acid,Corns and callus,1
Salicylic acid,Influenza-like symptoms,1
Salicylic acid,Migraine Disorders,1
Salicylic acid,Back Pain,1
Salicylic acid,Headache Disorders,1
Salicylic acid,Sinus headache,1
Salicylic acid,Toothache,1
Salicylic acid,Myocardial Infarction,1
Salicylic acid,Arthralgia,1
Salicylic acid,Arthritic pains,1
Diethylpropion,Obesity,1
Salmeterol,Intrinsic asthma,1
Salmeterol,Pulmonary Emphysema,1
Salmeterol,Allergic asthma,1
Meclofenamic acid,Degenerative polyarthritis,1
Meclofenamic acid,Rheumatoid Arthritis,1
Meclofenamic acid,Menorrhagia,1
Meclofenamic acid,Dysmenorrhea,1
Meclofenamic acid,Pain,1
Methantheline,Peptic Ulcer,1
Methantheline,Gastric ulcer,1
Methantheline,Urinary Incontinence,1
Cycrimine,Parkinson Disease,1
Zalcitabine,HIV Infections,1
Acetylsalicylic acid,Rheumatoid Arthritis,1
Acetylsalicylic acid,Influenza-like symptoms,1
Acetylsalicylic acid,Migraine Disorders,1
Acetylsalicylic acid,Back Pain,1
Acetylsalicylic acid,Degenerative polyarthritis,1
Acetylsalicylic acid,Headache Disorders,1
Acetylsalicylic acid,Common Cold,1
Acetylsalicylic acid,Pain,1
Acetylsalicylic acid,Sinus headache,1
Acetylsalicylic acid,Toothache,1
Acetylsalicylic acid,Myocardial Infarction,1
Acetylsalicylic acid,Arthralgia,1
Acetylsalicylic acid,Arthritic pains,1
Phenprocoumon,Thrombosis,1
Phenprocoumon,Myocardial Infarction,1
Phenprocoumon,Thromboembolism,1
Mezlocillin,Bacterial sepsis,1
Mezlocillin,Urinary tract infection,1
Mezlocillin,Intraabdominal Infections,1
Mezlocillin,Pneumonia due to Pseudomonas,1
Mezlocillin,Infection of skin AND/OR subcutaneous tissue,1
Mezlocillin,Enterobacter pneumonia,1
Mezlocillin,Genitourinary tract infection,1
Mezlocillin,Serratia Infections,1
Mezlocillin,Aspiration Pneumonia,1
Mezlocillin,Haemophilus influenzae pneumonia,1
Mezlocillin,Pneumonia due to Escherichia coli,1
Mezlocillin,Acute gonococcal endometritis,1
Mezlocillin,Gonorrhea,1
Mezlocillin,Acute gonococcal cervicitis,1
Mezlocillin,Acute gonococcal urethritis,1
Mezlocillin,Bacterial infection due to Klebsiella pneumoniae,1
Felbamate,Simple Partial Seizures,1
Felbamate,Lennox-Gastaut syndrome,1
Felbamate,Epilepsy,1
Fexofenadine,Chronic idiopathic urticaria,1
Fexofenadine,Hay fever,1
Fexofenadine,Allergic Conjunctivitis,1
Fexofenadine,Allergic rhinitis (disorder),1
Fexofenadine,Sneezing,1
Isoniazid,Acute tuberculosis,1
Isoniazid,"Tuberculosis, Pulmonary",1
Naratriptan,Migraine Disorders,1
Rizatriptan,Migraine Disorders,1
Dirithromycin,Staphylococcus aureus infection,1
Dirithromycin,Pharyngitis,1
Dirithromycin,Acute Moraxella catarrhalis bronchitis,1
Dirithromycin,Legionella pneumophila pneumonia,1
Dirithromycin,Streptococcal tonsillitis,1
Dirithromycin,Bronchitis,1
Dirithromycin,Tonsillitis,1
Dirithromycin,Streptococcus pyogenes infection,1
Dirithromycin,Pneumonia,1
Dirithromycin,Infection of skin AND/OR subcutaneous tissue,1
Dirithromycin,Mycoplasma pneumonia,1
Hydrocodone,Rhinorrhea,1
Hydrocodone,Nasal congestion (finding),1
Hydrocodone,Coughing,1
Hydrocodone,Rhinitis,1
Hydrocodone,Pain,1
Hydrocodone,Allergic rhinitis (disorder),1
Hydrocodone,Common Cold,1
Norgestimate,Acne Vulgaris,1
Norgestimate,Atrophic Vaginitis,1
Norgestimate,Atrophy of vulva,1
Norgestimate,Hot flushes,1
Carboplatin,Malignant neoplasm of ovary,1
Methylprednisolone,Mycosis Fungoides,1
Methylprednisolone,Asthma,1
Methylprednisolone,Rheumatoid Arthritis,1
Methylprednisolone,Rheumatic Heart Disease,1
Methylprednisolone,Pruritus Ani,1
Methylprednisolone,Laryngeal Edema,1
Methylprednisolone,Congenital adrenal hyperplasia,1
Methylprednisolone,Dermatologic disorders,1
Methylprednisolone,"Arthritis, Psoriatic",1
Methylprednisolone,Addison Disease,1
Methylprednisolone,Exacerbation of asthma,1
Methylprednisolone,Epicondylitis,1
Methylprednisolone,Exfoliative dermatitis,1
Methylprednisolone,Multiple Sclerosis,1
Methylprednisolone,Lichen Simplex Chronicus,1
Methylprednisolone,"Arthritis, Gouty",1
Methylprednisolone,Thyroiditis,1
Methylprednisolone,Autoimmune hemolytic anemia,1
Methylprednisolone,Chronic small plaque psoriasis,1
Methylprednisolone,"Lymphoma, T-Cell, Cutaneous",1
Methylprednisolone,Hodgkin Disease,1
Methylprednisolone,Dermatitis Herpetiformis,1
Methylprednisolone,Cerebral Edema,1
Methylprednisolone,"Lymphoma, Follicular",1
Methylprednisolone,Berylliosis,1
Methylprednisolone,"Lymphoma, Non-Hodgkin",1
Methylprednisolone,Erythema Multiforme,1
Methylprednisolone,Exanthema,1
Methylprednisolone,Granuloma Annulare,1
Methylprednisolone,Pruritus of genital organs,1
Methylprednisolone,Acute lymphocytic leukemia,1
Methylprednisolone,Synovitis,1
Methylprednisolone,Tendinitis,1
Methylprednisolone,Adrenogenital disorder,1
Methylprednisolone,Angioedema,1
Methylprednisolone,Serum Sickness,1
Methylprednisolone,Post traumatic osteoarthritis,1
Methylprednisolone,Scalp psoriasis,1
Methylprednisolone,Humoral hypercalcemia of malignancy (disorder),1
Methylprednisolone,"Lupus Erythematosus, Discoid",1
Methylprednisolone,Transplanted organ rejection,1
Methylprednisolone,Allergic rhinitis (disorder),1
Methylprednisolone,Acquired thrombocytopenia,1
Methylprednisolone,"Lupus Erythematosus, Systemic",1
Methylprednisolone,Tenosynovitis,1
Methylprednisolone,Seborrheic dermatitis,1
Methylprednisolone,Musculoskeletal Diseases,1
Methylprednisolone,Pemphigus,1
Methylprednisolone,Sarcoidosis,1
Methylprednisolone,Status Asthmaticus,1
Methylprednisolone,Simple Pulmonary Eosinophilia,1
Methylprednisolone,Contact Dermatitis,1
Methylprednisolone,Trichinellosis,1
Methylprednisolone,"Anemia, Diamond-Blackfan",1
Methylprednisolone,Adrenal cortical hypofunction,1
Methylprednisolone,Nephrotic Syndrome,1
Methylprednisolone,Ankylosing spondylitis,1
Methylprednisolone,Bursitis,1
Methylprednisolone,Crohn Disease,1
Methylprednisolone,Autoimmune Diseases,1
Methylprednisolone,Psoriasis,1
Methylprednisolone,"Tuberculosis, Miliary",1
Methylprednisolone,Addisonian crisis,1
Methylprednisolone,Disorder of eye,1
Methylprednisolone,Inflammatory Bowel Diseases,1
Methylprednisolone,Cooley's anemia,1
Methylprednisolone,Aspiration pneumonitis,1
Methylprednisolone,"Dermatitis, Atopic",1
Methylprednisolone,Hay fever,1
Methylprednisolone,"Rhinitis, Allergic, Perennial",1
Pindolol,Hypertensive disease,1
Zaleplon,Initial insomnia,1
Zaleplon,Sleep Initiation and Maintenance Disorders,1
Bromfenac,Pain,1
Apraclonidine,Cerebrovascular Occlusion,1
Apraclonidine,"Glaucoma, Open-Angle",1
Telmisartan,Hypertensive disease,1
Telmisartan,Cerebrovascular accident,1
Desloratadine,Chronic idiopathic urticaria,1
Desloratadine,"Rhinitis, Vasomotor",1
Desloratadine,Hay fever,1
Desloratadine,Sneezing,1
Desloratadine,Allergic Conjunctivitis,1
Desloratadine,Common Cold,1
Desloratadine,Nasal congestion (finding),1
Desloratadine,Rhinorrhea,1
Desloratadine,Allergic rhinitis (disorder),1
Desloratadine,Allergic urticaria,1
Methyldopa,Hypertensive disease,1
Alosetron,Irritable bowel syndrome with diarrhea,1
Alosetron,Diarrhoea predominant irritable bowel syndrome,1
Dactinomycin,Gestational Trophoblastic Neoplasms,1
Dactinomycin,Nephroblastoma,1
Dactinomycin,Rhabdomyosarcoma,1
Dactinomycin,Ewings sarcoma,1
Selenium Sulfide,Seborrheic dermatitis,1
